Suburb,Crashes Since 2020,Population (2021 Census),Mobile,DDS,Fixed,Total,Median_Personal_Inc_Weekly,Gender_Ratio_M_F,Vehicles_0,Vehicles_1,Vehicles_2,Vehicles_3,Vehicles_4plus,Total_Vehicles,Percentage no vehicle,Lab_Force_Participation_Pct,Top_Non_AU_Ancestry_Pct,Tram Stops,V-Line Train,Bus Routes,Bus Stops.1,Metro Train,Train Lines,lgaregion,Cameras_Per_1000,Schools_Total,Schools_Govt,Schools_Primary,Schools_Secondary
LITTLE RIVER,11.0,1353.0,1.0,1.0,0.0,2.0,750.0,1.0516,6.0,45.0,161.0,75.0,103.0,398.0,1.5,58.0,33.9,0.0,1.0,0.0,0.0,,,Greater Geelong,1.48,1,1,1,0
LOCHIEL,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
LOCKSLEY,0.0,131.0,1.0,0.0,0.0,1.0,1050.0,1.0308,0.0,11.0,15.0,15.0,11.0,44.0,0.0,63.5,36.6,0.0,0.0,0.0,0.0,,,Strathbogie,7.63,0,0,0,0
LOCKWOOD,12.0,806.0,1.0,0.0,0.0,1.0,697.0,1.0536,0.0,42.0,85.0,67.0,72.0,268.0,0.0,64.3000030517578,37.5,0.0,0.0,0.0,0.0,,,Mount Alexander,1.24,1,1,1,0
LOCKWOOD SOUTH,3.0,1052.0,1.0,1.0,0.0,2.0,816.0,1.0212,0.0,39.0,147.0,75.0,77.0,331.0,0.0,66.5999984741211,42.3,0.0,0.0,1.0,4.0,,,Mount Alexander,1.9,1,1,1,0
LONG FOREST,7.0,343.0,1.0,0.0,0.0,1.0,795.0,1.1104,0.0,14.0,33.0,20.0,38.0,108.0,0.0,65.0999984741211,43.7,0.0,0.0,0.0,0.0,,,Melton,2.92,0,0,0,0
LORNE,59.0,1327.0,1.0,1.0,0.0,2.0,893.0,1.1016,21.0,205.0,168.0,71.0,33.0,494.0,4.3,50.9000015258789,41.9,0.0,0.0,1.0,4.0,,,Surf Coast,1.51,1,1,0,0
LUCAS,44.0,2994.0,1.0,0.0,0.0,1.0,923.0,0.9149,27.0,366.0,488.0,126.0,47.0,1049.0,2.6,70.6999969482422,37.5,0.0,0.0,2.0,8.0,,,Ballarat,0.33,2,1,2,0
LYNBROOK,31.0,9121.0,1.0,0.0,1.0,2.0,783.0,0.9919,61.0,564.0,1078.0,430.0,264.0,2402.0,2.5,65.8000030517578,16.8,0.0,0.0,6.0,24.0,1.0,1.0,Greater Dandenong,0.22,2,1,2,0
LYSTERFIELD,186.0,6681.0,1.0,0.0,0.0,1.0,943.0,0.9961,19.0,307.0,872.0,464.0,388.0,2044.0,0.9,72.6999969482422,30.9,0.0,0.0,3.0,25.0,,,Casey,0.15,1,1,1,0
MACEDON,8.0,2073.0,1.0,0.0,0.0,1.0,939.0,1.0383,10.0,142.0,327.0,110.0,100.0,693.0,1.4,64.0999984741211,40.6,0.0,1.0,0.0,0.0,,,Macedon Ranges,0.48,2,1,1,0
MACORNA,2.0,67.0,1.0,0.0,0.0,1.0,869.0,1.4138,0.0,3.0,13.0,3.0,4.0,27.0,0.0,52.4000015258789,25.4,0.0,0.0,0.0,0.0,,,Swan Hill,14.93,0,0,0,0
MAGPIE,22.0,368.0,1.0,0.0,0.0,1.0,653.0,1.1647,0.0,13.0,45.0,20.0,37.0,118.0,0.0,62.0999984741211,41.6,0.0,0.0,0.0,0.0,,,Corangamite,2.72,1,1,1,0
MALDON,0.0,1665.0,1.0,0.0,0.0,1.0,592.0,0.961,19.0,302.0,287.0,120.0,54.0,780.0,2.4,44.5,51.1,0.0,0.0,2.0,8.0,,,Loddon,0.6,1,1,1,0
MALMSBURY,20.0,905.0,1.0,0.0,0.0,1.0,769.0,1.0833,8.0,97.0,164.0,57.0,29.0,348.0,2.3,61.7000007629395,45.6,0.0,1.0,0.0,0.0,,,Mount Alexander,1.1,1,1,1,0
MANANGATANG,4.0,274.0,1.0,0.0,0.0,1.0,634.0,0.9568,5.0,30.0,45.0,22.0,15.0,117.0,4.3,56.9000015258789,32.8,0.0,0.0,1.0,2.0,,,Swan Hill,3.65,1,1,0,0
MANDURANG,1.0,753.0,1.0,0.0,0.0,1.0,966.0,1.1148,4.0,24.0,125.0,49.0,49.0,246.0,1.6,67.5,49.7,0.0,0.0,0.0,0.0,,,Mount Alexander,1.33,0,0,0,0
MANNERIM,56.0,108.0,1.0,0.0,0.0,1.0,937.0,0.9818,0.0,7.0,12.0,15.0,13.0,35.0,0.0,72.6999969482422,51.9,0.0,0.0,0.0,0.0,,,Greater Geelong,9.26,0,0,0,0
MANORINA,0.0,7.0,1.0,0.0,0.0,1.0,412.0,,0.0,3.0,0.0,0.0,0.0,0.0,,14.3000001907349,71.4,0.0,0.0,1.0,2.0,,,East Gippsland,142.86,0,0,0,0
MARKWOOD,2.0,230.0,1.0,0.0,0.0,1.0,730.0,1.0263,0.0,23.0,47.0,23.0,13.0,107.0,0.0,60.9000015258789,38.3,0.0,0.0,0.0,0.0,,,Moira,4.35,0,0,0,0
MARLO,2.0,602.0,1.0,0.0,0.0,1.0,694.0,1.0305,4.0,81.0,106.0,48.0,14.0,253.0,1.6,54.9000015258789,44.0,0.0,0.0,1.0,1.0,,,East Gippsland,1.66,1,1,1,0
MAROONA,3.0,80.0,1.0,0.0,0.0,1.0,916.0,1.1579,0.0,3.0,8.0,11.0,8.0,30.0,0.0,59.4000015258789,42.5,0.0,0.0,0.0,0.0,,,Northern Grampians,12.5,1,1,1,0
MCCRAE,0.0,3311.0,1.0,0.0,0.0,1.0,737.0,0.968,24.0,382.0,600.0,200.0,97.0,1308.0,1.8,51.4000015258789,43.5,0.0,0.0,2.0,10.0,,,Mornington Peninsula,0.3,0,0,0,0
MCKENZIE RIVER,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
MCKINNON,0.0,6878.0,1.0,0.0,0.0,1.0,963.0,0.9372,125.0,937.0,944.0,208.0,99.0,2316.0,5.4,67.5999984741211,25.6,0.0,0.0,1.0,25.0,1.0,1.0,Glen Eira,0.15,1,1,0,1
MCMAHONS CREEK,14.0,143.0,1.0,0.0,0.0,1.0,534.0,1.0143,3.0,25.0,11.0,7.0,5.0,56.0,5.4,50.5,39.2,0.0,0.0,0.0,0.0,,,Yarra Ranges,6.99,0,0,0,0
MEAD,2.0,102.0,1.0,0.0,0.0,1.0,673.0,0.98,0.0,7.0,17.0,4.0,5.0,37.0,0.0,65.0999984741211,33.3,0.0,0.0,0.0,0.0,,,Gannawarra,9.8,0,0,0,0
MEADOW HEIGHTS,313.0,14890.0,1.0,0.0,0.0,1.0,442.0,0.9653,256.0,1380.0,1540.0,609.0,355.0,4141.0,6.2,43.0999984741211,9.4,0.0,0.0,6.0,60.0,,,Hume,0.07,2,2,2,0
MERBEIN WEST,5.0,223.0,1.0,0.0,0.0,1.0,661.0,0.9244,0.0,12.0,30.0,12.0,16.0,67.0,0.0,59.0,43.5,0.0,0.0,0.0,0.0,,,Mildura,4.48,0,0,0,0
MERINGUR,0.0,70.0,1.0,0.0,0.0,1.0,525.0,1.8636,0.0,12.0,8.0,0.0,9.0,29.0,0.0,57.0999984741211,60.0,0.0,0.0,0.0,0.0,,,Mildura,14.29,0,0,0,0
MERRIMU,73.0,397.0,1.0,0.0,0.0,1.0,938.0,1.0952,0.0,18.0,28.0,27.0,36.0,107.0,0.0,65.5,31.2,0.0,0.0,0.0,0.0,,,Melton,2.52,0,0,0,0
MERRINEE,5.0,42.0,1.0,0.0,0.0,1.0,833.0,1.25,0.0,5.0,3.0,0.0,8.0,15.0,0.0,64.3000030517578,45.2,0.0,0.0,0.0,0.0,,,Mildura,23.81,0,0,0,0
MIGA LAKE,2.0,33.0,1.0,0.0,0.0,1.0,849.0,2.0833,0.0,0.0,0.0,5.0,4.0,10.0,0.0,69.1999969482422,36.4,0.0,0.0,0.0,0.0,,,Northern Grampians,30.3,0,0,0,0
MIRAM,0.0,36.0,1.0,0.0,0.0,1.0,1031.0,1.1765,0.0,3.0,4.0,3.0,0.0,13.0,0.0,85.3000030517578,52.8,0.0,0.0,0.0,0.0,,,West Wimmera,27.78,0,0,0,0
MIRAM SOUTH,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
MIRBOO NORTH,42.0,2263.0,1.0,0.0,0.0,1.0,625.0,0.9458,26.0,274.0,334.0,125.0,92.0,849.0,3.1,54.4000015258789,45.0,0.0,0.0,0.0,0.0,,,Baw Baw,0.44,2,2,1,1
MITTA MITTA,24.0,171.0,1.0,0.0,0.0,1.0,782.0,1.2,0.0,11.0,36.0,7.0,12.0,58.0,0.0,53.0999984741211,38.0,0.0,0.0,0.0,0.0,,,East Gippsland,5.85,1,1,1,0
MITTYACK,0.0,12.0,1.0,0.0,0.0,1.0,599.0,0.7,0.0,0.0,4.0,0.0,5.0,3.0,0.0,54.5,41.7,0.0,0.0,0.0,0.0,,,Hindmarsh,83.33,0,0,0,0
MOCKINYA,2.0,30.0,1.0,0.0,0.0,1.0,941.0,0.4444,0.0,0.0,0.0,0.0,3.0,7.0,0.0,72.1999969482422,50.0,0.0,0.0,0.0,0.0,,,Northern Grampians,33.33,0,0,0,0
MOKEPILLY,3.0,6.0,1.0,0.0,0.0,1.0,850.0,,0.0,0.0,0.0,0.0,0.0,0.0,,66.6999969482422,,0.0,0.0,0.0,0.0,,,Northern Grampians,166.67,0,0,0,0
MOLESWORTH,6.0,91.0,1.0,0.0,0.0,1.0,660.0,0.92,4.0,7.0,17.0,6.0,6.0,39.0,10.3,57.0,36.3,0.0,0.0,1.0,2.0,,,Murrindindi,10.99,0,0,0,0
MOOLERR,1.0,23.0,1.0,0.0,0.0,1.0,866.0,0.75,0.0,4.0,0.0,3.0,4.0,10.0,0.0,65.0,43.5,0.0,0.0,0.0,0.0,,,Loddon,43.48,0,0,0,0
MOONEE PONDS,263.0,16224.0,1.0,0.0,1.0,2.0,1113.0,0.931,1042.0,3146.0,1930.0,436.0,215.0,6772.0,15.4,70.1999969482422,27.0,10.0,0.0,13.0,67.0,1.0,1.0,Moonee Valley,0.12,3,2,3,0
MOORABBIN AIRPORT,20.0,26.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,76.9,0.0,0.0,3.0,9.0,,,Kingston (Vic.),38.46,0,0,0,0
MOORABBIN EAST,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,Kingston (Vic.),,0,0,0,0
MOORALLA,1.0,79.0,1.0,0.0,0.0,1.0,933.0,1.1111,0.0,7.0,5.0,5.0,9.0,30.0,0.0,79.4000015258789,34.2,0.0,0.0,0.0,0.0,,,Northern Grampians,12.66,0,0,0,0
MOOROODUC,130.0,1004.0,1.0,2.0,0.0,3.0,837.0,0.998,6.0,54.0,110.0,75.0,97.0,340.0,1.8,68.5,47.5,0.0,0.0,0.0,0.0,,,Mornington Peninsula,2.99,1,1,1,0
MOOROOPNA NORTH,12.0,144.0,1.0,0.0,0.0,1.0,675.0,1.2308,0.0,9.0,10.0,8.0,12.0,43.0,0.0,58.4000015258789,38.9,0.0,0.0,0.0,0.0,,,Greater Shepparton,6.94,0,0,0,0
MORIAC,6.0,852.0,1.0,0.0,0.0,1.0,1002.0,0.9655,0.0,22.0,126.0,56.0,58.0,266.0,0.0,75.9000015258789,43.7,0.0,0.0,0.0,0.0,,,Surf Coast,1.17,1,1,1,0
MORTLAKE,7.0,1477.0,1.0,0.0,0.0,1.0,572.0,0.9104,25.0,209.0,226.0,86.0,56.0,597.0,4.2,50.7000007629395,46.8,0.0,0.0,1.0,2.0,,,Ararat,0.68,2,1,1,0
MOUNT BEAUTY,0.0,910.0,1.0,0.0,0.0,1.0,636.0,0.9321,30.0,186.0,131.0,33.0,18.0,402.0,7.5,49.7000007629395,39.0,0.0,0.0,0.0,0.0,,,East Gippsland,1.1,2,2,1,1
MOUNT EVELYN,5.0,9799.0,1.0,1.0,0.0,2.0,828.0,0.985,63.0,784.0,1444.0,582.0,474.0,3350.0,1.9,69.8000030517578,45.8,0.0,0.0,4.0,43.0,,,Yarra Ranges,0.2,5,3,3,0
MOUNT FRANKLIN,2.0,99.0,1.0,0.0,0.0,1.0,1109.0,1.1556,0.0,7.0,19.0,8.0,3.0,35.0,0.0,70.0,38.4,0.0,0.0,0.0,0.0,,,Macedon Ranges,10.1,0,0,0,0
MOUNT HELEN,35.0,3011.0,1.0,0.0,0.0,1.0,808.0,1.012,11.0,246.0,449.0,179.0,99.0,993.0,1.1,65.8000030517578,43.4,0.0,0.0,3.0,19.0,,,Ballarat,0.33,0,0,0,0
MOUNT LANGI GHIRAN,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
MOUNT PROSPECT,0.0,41.0,1.0,0.0,0.0,1.0,939.0,0.8636,0.0,5.0,3.0,5.0,4.0,19.0,0.0,72.1999969482422,29.3,0.0,0.0,0.0,0.0,,,Central Goldfields,24.39,0,0,0,0
MOUNT RICHMOND,13.0,42.0,1.0,0.0,0.0,1.0,669.0,1.2941,0.0,0.0,3.0,4.0,6.0,14.0,0.0,90.3000030517578,31.0,0.0,0.0,0.0,0.0,,,Glenelg,23.81,0,0,0,0
MOUNT ROWAN,2.0,295.0,1.0,0.0,0.0,1.0,710.0,1.0,4.0,24.0,41.0,14.0,25.0,107.0,3.7,58.7999992370606,44.7,0.0,0.0,1.0,15.0,,,Corangamite,3.39,0,0,0,0
MOUNT WALLACE,2.0,117.0,1.0,0.0,0.0,1.0,680.0,1.0517,0.0,5.0,20.0,13.0,6.0,43.0,0.0,58.7999992370606,30.8,0.0,0.0,0.0,0.0,,,Golden Plains,8.55,0,0,0,0
MOUTAJUP,2.0,108.0,1.0,0.0,0.0,1.0,1102.0,1.3556,0.0,8.0,11.0,10.0,8.0,32.0,0.0,82.9000015258789,28.7,0.0,0.0,0.0,0.0,,,Ararat,9.26,0,0,0,0
MOYHU,9.0,437.0,1.0,0.0,0.0,1.0,690.0,1.0234,3.0,43.0,69.0,27.0,27.0,164.0,1.8,59.2000007629395,45.8,0.0,0.0,0.0,0.0,,,Wangaratta,2.29,1,1,1,0
MOYSTON,12.0,403.0,1.0,0.0,0.0,1.0,627.0,1.1551,4.0,39.0,65.0,27.0,18.0,155.0,2.6,55.5999984741211,42.4,0.0,0.0,1.0,1.0,,,Northern Grampians,2.48,1,1,1,0
MUCKLEFORD,24.0,426.0,1.0,0.0,0.0,1.0,694.0,1.1949,0.0,22.0,62.0,33.0,29.0,150.0,0.0,60.2999992370606,48.1,0.0,0.0,1.0,2.0,,,Hepburn,2.35,1,0,0,0
MUDGEGONGA,7.0,184.0,1.0,0.0,0.0,1.0,743.0,0.9043,0.0,17.0,35.0,21.0,10.0,79.0,0.0,75.1999969482422,40.8,0.0,0.0,0.0,0.0,,,Wangaratta,5.43,0,0,0,0
MUMBANNAR,14.0,100.0,1.0,0.0,0.0,1.0,942.0,0.9423,0.0,5.0,15.0,10.0,13.0,40.0,0.0,67.0,47.0,0.0,0.0,0.0,0.0,,,Moyne,10.0,0,0,0,0
MURGHEBOLUC,13.0,132.0,1.0,0.0,0.0,1.0,862.0,1.0149,0.0,5.0,15.0,9.0,10.0,41.0,0.0,67.3000030517578,48.5,0.0,0.0,0.0,0.0,,,Golden Plains,7.58,0,0,0,0
MURRAYVILLE,1.0,278.0,1.0,0.0,0.0,1.0,666.0,1.2397,4.0,39.0,47.0,17.0,16.0,115.0,3.5,58.7999992370606,36.7,0.0,0.0,1.0,1.0,,,Mildura,3.6,1,1,0,0
MURROON,12.0,95.0,1.0,0.0,0.0,1.0,737.0,1.0652,0.0,4.0,10.0,5.0,7.0,27.0,0.0,63.4000015258789,36.8,0.0,0.0,0.0,0.0,,,Colac Otway,10.53,0,0,0,0
MURTOA,4.0,897.0,1.0,2.0,0.0,3.0,621.0,1.0787,12.0,145.0,148.0,57.0,24.0,386.0,3.1,49.7999992370606,41.6,0.0,0.0,1.0,2.0,,,Horsham,3.34,2,1,1,0
MYAMYN,1.0,64.0,1.0,0.0,0.0,1.0,575.0,1.25,0.0,4.0,12.0,3.0,5.0,25.0,0.0,63.5,56.2,0.0,0.0,1.0,1.0,,,Moyne,15.62,0,0,0,0
MYERS FLAT,6.0,545.0,1.0,0.0,0.0,1.0,691.0,1.1,5.0,40.0,55.0,46.0,43.0,193.0,2.6,60.5,46.2,0.0,0.0,0.0,0.0,,,Loddon,1.83,0,0,0,0
MYOLA,5.0,7.0,1.0,0.0,0.0,1.0,900.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,85.7,0.0,0.0,0.0,0.0,,,Mount Alexander,142.86,0,0,0,0
MYRTLEBANK,0.0,126.0,1.0,0.0,0.0,1.0,866.0,1.2034,0.0,8.0,20.0,4.0,10.0,46.0,0.0,56.9000015258789,45.2,0.0,0.0,0.0,0.0,,,Wellington,7.94,0,0,0,0
MYSTIC PARK,3.0,212.0,1.0,0.0,0.0,1.0,575.0,1.0185,0.0,17.0,35.0,20.0,9.0,80.0,0.0,54.2999992370606,40.1,0.0,0.0,0.0,0.0,,,Swan Hill,4.72,0,0,0,0
NAMBROK,18.0,280.0,1.0,0.0,0.0,1.0,752.0,0.8933,0.0,15.0,34.0,22.0,17.0,93.0,0.0,60.9000015258789,35.0,0.0,0.0,0.0,0.0,,,Wellington,3.57,1,1,1,0
NANDALY,1.0,30.0,1.0,0.0,0.0,1.0,687.0,1.5,0.0,5.0,5.0,10.0,0.0,13.0,0.0,44.4000015258789,36.7,0.0,0.0,0.0,0.0,,,Swan Hill,33.33,0,0,0,0
NANGILOC,0.0,153.0,1.0,0.0,0.0,1.0,654.0,1.3906,5.0,25.0,22.0,9.0,13.0,68.0,7.4,69.3000030517578,39.2,0.0,0.0,0.0,0.0,,,Mildura,6.54,1,1,1,0
NANNEELLA,7.0,425.0,1.0,0.0,0.0,1.0,712.0,0.9234,0.0,22.0,52.0,28.0,27.0,130.0,0.0,67.8000030517578,42.6,0.0,0.0,0.0,0.0,,,Campaspe,2.35,1,1,1,0
NAPOLEONS,4.0,555.0,1.0,0.0,0.0,1.0,727.0,1.1445,0.0,26.0,63.0,47.0,50.0,188.0,0.0,58.7000007629395,43.6,0.0,0.0,0.0,0.0,,,Corangamite,1.8,1,1,1,0
NARBETHONG,7.0,201.0,1.0,0.0,0.0,1.0,790.0,1.4198,0.0,15.0,27.0,16.0,21.0,78.0,0.0,69.8000030517578,39.3,0.0,0.0,1.0,2.0,,,Yarra Ranges,4.98,0,0,0,0
NARRAWONG,7.0,462.0,1.0,0.0,0.0,1.0,771.0,1.0312,3.0,33.0,63.0,41.0,24.0,169.0,1.8,58.2000007629395,39.4,0.0,0.0,1.0,2.0,,,Moyne,2.16,1,1,1,0
NARRE WARREN EAST,16.0,434.0,1.0,0.0,0.0,1.0,936.0,1.1256,3.0,15.0,40.0,29.0,42.0,133.0,2.3,69.3000030517578,28.6,0.0,0.0,3.0,7.0,,,Yarra Ranges,2.3,0,0,0,0
NARRE WARREN NORTH,229.0,8033.0,1.0,0.0,1.0,2.0,795.0,0.996,16.0,222.0,802.0,547.0,607.0,2203.0,0.7,63.4000015258789,23.9,0.0,0.0,8.0,22.0,,,Yarra Ranges,0.25,5,1,3,0
NARRUNG,0.0,24.0,1.0,0.0,0.0,1.0,474.0,1.4,0.0,0.0,4.0,0.0,0.0,6.0,0.0,68.8000030517578,37.5,0.0,0.0,0.0,0.0,,,Swan Hill,41.67,0,0,0,0
NAVIGATORS,7.0,276.0,1.0,0.0,0.0,1.0,709.0,1.0373,0.0,11.0,33.0,22.0,22.0,88.0,0.0,64.4000015258789,48.9,0.0,0.0,1.0,2.0,,,Corangamite,3.62,0,0,0,0
NEERIM JUNCTION,6.0,139.0,1.0,0.0,0.0,1.0,687.0,0.7733,0.0,11.0,22.0,18.0,5.0,59.0,0.0,56.7000007629395,39.6,0.0,0.0,1.0,1.0,,,Baw Baw,7.19,0,0,0,0
NEERIM SOUTH,42.0,1599.0,1.0,0.0,0.0,1.0,678.0,1.0344,6.0,142.0,236.0,102.0,74.0,556.0,1.1,54.4000015258789,43.7,0.0,0.0,1.0,5.0,,,Baw Baw,0.63,2,2,1,1
NEWBRIDGE,12.0,171.0,1.0,0.0,0.0,1.0,567.0,1.1235,0.0,25.0,22.0,13.0,19.0,76.0,0.0,58.4000015258789,44.4,0.0,0.0,1.0,2.0,,,Mount Alexander,5.85,0,0,0,0
NEWHAVEN,26.0,547.0,1.0,1.0,0.0,2.0,673.0,0.9964,5.0,65.0,92.0,30.0,17.0,215.0,2.3,48.2999992370606,43.3,0.0,0.0,1.0,4.0,,,Bass Coast,3.66,1,1,1,0
NEWLYN,13.0,136.0,1.0,0.0,0.0,1.0,665.0,1.0,0.0,12.0,23.0,13.0,3.0,53.0,0.0,61.7999992370606,43.4,0.0,0.0,0.0,0.0,,,Central Goldfields,7.35,1,1,1,0
NEWMERELLA,5.0,415.0,1.0,0.0,0.0,1.0,566.0,1.065,0.0,37.0,66.0,25.0,20.0,151.0,0.0,51.2000007629395,39.3,0.0,0.0,1.0,2.0,,,East Gippsland,2.41,1,1,1,0
NEWSTEAD,15.0,820.0,1.0,0.0,0.0,1.0,623.0,1.0475,0.0,121.0,126.0,54.0,40.0,353.0,0.0,52.0,47.2,0.0,0.0,1.0,4.0,,,Mount Alexander,1.22,1,1,1,0
NEWTOWN,0.0,10445.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,Greater Geelong,0.19,7,3,4,2
NHILL,20.0,2401.0,1.0,1.0,0.0,2.0,717.0,0.9778,56.0,302.0,320.0,140.0,114.0,936.0,6.0,56.2000007629395,37.7,0.0,0.0,1.0,2.0,,,West Wimmera,0.83,3,1,2,0
NIDDRIE,171.0,5901.0,1.0,0.0,0.0,1.0,965.0,0.9187,118.0,779.0,901.0,251.0,133.0,2178.0,5.4,68.8000030517578,24.0,0.0,0.0,5.0,29.0,,,Brimbank,0.17,4,3,2,1
NILMA,2.0,410.0,1.0,0.0,0.0,1.0,736.0,0.8333,0.0,26.0,48.0,29.0,21.0,127.0,0.0,59.7000007629395,44.9,0.0,0.0,0.0,0.0,,,Baw Baw,2.44,1,1,1,0
NILMA NORTH,0.0,344.0,1.0,0.0,0.0,1.0,716.0,0.9942,3.0,5.0,47.0,40.0,17.0,108.0,2.8,58.7999992370606,42.4,0.0,0.0,0.0,0.0,,,Baw Baw,2.91,0,0,0,0
NINDA,2.0,9.0,1.0,0.0,0.0,1.0,1624.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,75.0,,0.0,0.0,0.0,0.0,,,Swan Hill,111.11,0,0,0,0
NOORINBEE,0.0,84.0,1.0,0.0,0.0,1.0,675.0,1.1842,0.0,9.0,12.0,4.0,3.0,31.0,0.0,53.0999984741211,46.4,0.0,0.0,0.0,0.0,,,East Gippsland,11.9,0,0,0,0
NORTH GEELONG,50.0,3225.0,1.0,1.0,0.0,2.0,730.0,0.9469,97.0,471.0,407.0,91.0,55.0,1125.0,8.6,55.2000007629395,28.7,0.0,1.0,6.0,34.0,,,Greater Geelong,0.62,1,1,0,1
NORTH MELBOURNE,0.0,14953.0,1.0,0.0,0.0,1.0,943.0,0.9499,2095.0,3249.0,879.0,126.0,43.0,6393.0,32.8,67.6999969482422,21.8,0.0,0.0,3.0,23.0,3.0,6.0,Melbourne,0.07,5,1,2,1
NORTH WARRANDYTE,70.0,3027.0,1.0,0.0,0.0,1.0,1028.0,1.0187,8.0,159.0,471.0,199.0,140.0,970.0,0.8,70.4000015258789,43.2,0.0,0.0,2.0,31.0,,,Nillumbik,0.33,0,0,0,0
NORTHCOTE,245.0,25276.0,1.0,0.0,1.0,2.0,1166.0,0.8961,1371.0,5136.0,2789.0,595.0,258.0,10154.0,13.5,72.3000030517578,34.3,62.0,0.0,8.0,74.0,5.0,2.0,Moreland,0.08,6,4,3,2
NULLAWIL,2.0,92.0,1.0,0.0,0.0,1.0,624.0,1.1628,0.0,11.0,7.0,3.0,10.0,36.0,0.0,64.3000030517578,51.1,0.0,0.0,1.0,2.0,,,Buloke,10.87,0,0,0,0
OAK PARK,1.0,6714.0,1.0,0.0,0.0,1.0,995.0,0.9791,166.0,1133.0,877.0,245.0,118.0,2544.0,6.5,69.8000030517578,23.7,0.0,0.0,3.0,19.0,1.0,1.0,Moreland,0.15,2,1,2,0
OAKLANDS JUNCTION,21.0,439.0,1.0,0.0,0.0,1.0,910.0,1.0,4.0,17.0,31.0,31.0,42.0,125.0,3.2,66.6999969482422,28.0,0.0,0.0,0.0,0.0,,,Hume,2.28,0,0,0,0
OAKLEIGH EAST,324.0,6804.0,1.0,0.0,3.0,4.0,822.0,0.9953,161.0,922.0,967.0,275.0,125.0,2439.0,6.6,65.5999984741211,15.6,0.0,0.0,9.0,28.0,,,Monash,0.59,2,1,2,0
OFFICER,8.0,18503.0,1.0,1.0,0.0,2.0,970.0,0.954,83.0,1917.0,2970.0,766.0,371.0,6099.0,1.4,74.8000030517578,28.7,0.0,0.0,4.0,36.0,1.0,1.0,Cardinia,0.11,9,7,7,1
OLD TOOLAMBA,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
OMEO,19.0,411.0,1.0,0.0,0.0,1.0,674.0,1.0098,4.0,48.0,55.0,28.0,17.0,157.0,2.5,49.7000007629395,42.1,0.0,0.0,1.0,1.0,,,Alpine,2.43,1,1,1,0
OVENS,4.0,197.0,1.0,0.0,0.0,1.0,734.0,1.0421,0.0,17.0,38.0,13.0,12.0,76.0,0.0,64.5,36.0,0.0,0.0,0.0,0.0,,,Alpine,5.08,0,0,0,0
PAKENHAM UPPER,81.0,1196.0,1.0,0.0,0.0,1.0,880.0,1.0443,3.0,56.0,128.0,91.0,101.0,381.0,0.8,69.9000015258789,40.4,0.0,0.0,1.0,13.0,,,Cardinia,0.84,0,0,0,0
PANITYA,0.0,67.0,1.0,0.0,0.0,1.0,912.0,0.8889,0.0,0.0,5.0,4.0,10.0,18.0,0.0,71.0999984741211,28.4,0.0,0.0,0.0,0.0,,,Mildura,14.93,0,0,0,0
PANMURE,7.0,442.0,1.0,0.0,0.0,1.0,806.0,0.9254,3.0,24.0,66.0,36.0,27.0,156.0,1.9,68.5,38.0,0.0,0.0,0.0,0.0,,,Corangamite,2.26,1,1,1,0
PARK ORCHARDS,0.0,3835.0,1.0,0.0,0.0,1.0,958.0,1.0312,9.0,149.0,476.0,259.0,257.0,1154.0,0.8,66.6999969482422,40.2,0.0,0.0,2.0,25.0,,,Maroondah,0.26,2,1,2,0
PAYNESVILLE,16.0,3636.0,1.0,0.0,0.0,1.0,561.0,0.8869,56.0,658.0,653.0,188.0,79.0,1630.0,3.4,38.0999984741211,50.5,0.0,0.0,2.0,2.0,,,Wellington,0.28,1,1,1,0
PEDERICK,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
PEECHELBA,4.0,177.0,1.0,0.0,0.0,1.0,820.0,1.1728,0.0,13.0,30.0,13.0,16.0,71.0,0.0,56.0,31.1,0.0,0.0,0.0,0.0,,,Moira,5.65,0,0,0,0
PENSHURST,10.0,677.0,1.0,0.0,0.0,1.0,550.0,1.0864,8.0,91.0,88.0,45.0,32.0,262.0,3.1,49.0999984741211,40.5,0.0,0.0,1.0,2.0,,,Moyne,1.48,2,1,2,0
